Genre,Article Name,Model,coverage_score,covered_points,partial_points,missing_points,total_key_points,sentiment_shift,keyword_overlap,similarity,framing_label,missing_important_topics,faithfulness_score,supported,contradictions,neutral,total_summary_sentences,contradiction_rate,sentence_level_nli,point_results,note
Unknown,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",GPT,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""mRNA technology became widely known through the COVID vaccines, but the field has faced a lot of political pushback in recent years including a proposed 40%+ cut to the National Cancer Institute's budget and the cancellation of an mRNA flu vaccine contract."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Despite all of that, research seems to still be moving forward."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The article follows pancreatic cancer patients who are participating in mRNA cancer vaccine trials."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",Gemini,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""mRNA technology became widely known through the COVID vaccines, but the field has faced a lot of political pushback in recent years including a proposed 40%+ cut to the National Cancer Institute's budget and the cancellation of an mRNA flu vaccine contract."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Despite all of that, research seems to still be moving forward."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The article follows pancreatic cancer patients who are participating in mRNA cancer vaccine trials."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",Grok,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""mRNA technology became widely known through the COVID vaccines, but the field has faced a lot of political pushback in recent years including a proposed 40%+ cut to the National Cancer Institute's budget and the cancellation of an mRNA flu vaccine contract."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Despite all of that, research seems to still be moving forward."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The article follows pancreatic cancer patients who are participating in mRNA cancer vaccine trials."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,GPT,0.0,0,0,8,8,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""The geopolitical conflict between the U.S., Israel, and Iran has settled into a stalemate centered around the closure of the Strait of Hormuz.While direct military bombardments have paused, a \""double blockade\"" is disrupting global commerce.The U.S."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""is blocking Iranian oil exports to force diplomatic concessions, while Iran continues to attack and seize commercial vessels, leading to stalled peace talks."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""This chokepoint has trapped 10% of the global oil supply, pushing prices above $100 a barrel and sparking fears of global stagflation."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The International Monetary Fund warns that prolonged closure could slash global economic growth to 2% by 2026."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""As a result, Asia faces severe fuel rationing, Europe is grappling with jet-fuel deficits, and the U.S."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""is battling inflation risks."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Furthermore, Gulf states are suffering billions in infrastructure damage and major setbacks to their tourism and technology sectors."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Without immediate diplomatic breakthroughs, the crisis threatens to cause disruptions to global supply chains and energy markets"", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Gemini,0.0,0,0,8,8,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""The geopolitical conflict between the U.S., Israel, and Iran has settled into a stalemate centered around the closure of the Strait of Hormuz.While direct military bombardments have paused, a \""double blockade\"" is disrupting global commerce.The U.S."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""is blocking Iranian oil exports to force diplomatic concessions, while Iran continues to attack and seize commercial vessels, leading to stalled peace talks."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""This chokepoint has trapped 10% of the global oil supply, pushing prices above $100 a barrel and sparking fears of global stagflation."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The International Monetary Fund warns that prolonged closure could slash global economic growth to 2% by 2026."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""As a result, Asia faces severe fuel rationing, Europe is grappling with jet-fuel deficits, and the U.S."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""is battling inflation risks."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Furthermore, Gulf states are suffering billions in infrastructure damage and major setbacks to their tourism and technology sectors."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Without immediate diplomatic breakthroughs, the crisis threatens to cause disruptions to global supply chains and energy markets"", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Grok,0.0,0,0,8,8,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""The geopolitical conflict between the U.S., Israel, and Iran has settled into a stalemate centered around the closure of the Strait of Hormuz.While direct military bombardments have paused, a \""double blockade\"" is disrupting global commerce.The U.S."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""is blocking Iranian oil exports to force diplomatic concessions, while Iran continues to attack and seize commercial vessels, leading to stalled peace talks."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""This chokepoint has trapped 10% of the global oil supply, pushing prices above $100 a barrel and sparking fears of global stagflation."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The International Monetary Fund warns that prolonged closure could slash global economic growth to 2% by 2026."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""As a result, Asia faces severe fuel rationing, Europe is grappling with jet-fuel deficits, and the U.S."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""is battling inflation risks."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Furthermore, Gulf states are suffering billions in infrastructure damage and major setbacks to their tourism and technology sectors."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Without immediate diplomatic breakthroughs, the crisis threatens to cause disruptions to global supply chains and energy markets"", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Anthropic investigating claim of unauthorised access to Mythos AI tool,GPT,0.0,0,0,1,1,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""Anthropic is investigating a serious security breach where unauthorized users gained access to a highly dangerous, unreleased AI model \""Mythos.\"" The attackers reportedly used an outside contractor's account to access the system, which is kept secret because it is capable of severe computer hacking."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Anthropic investigating claim of unauthorised access to Mythos AI tool,Gemini,0.0,0,0,1,1,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""Anthropic is investigating a serious security breach where unauthorized users gained access to a highly dangerous, unreleased AI model \""Mythos.\"" The attackers reportedly used an outside contractor's account to access the system, which is kept secret because it is capable of severe computer hacking."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Anthropic investigating claim of unauthorised access to Mythos AI tool,Grok,0.0,0,0,1,1,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""Anthropic is investigating a serious security breach where unauthorized users gained access to a highly dangerous, unreleased AI model \""Mythos.\"" The attackers reportedly used an outside contractor's account to access the system, which is kept secret because it is capable of severe computer hacking."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Apple’s pick to replace Tim Cook hints at its plans for the AI era,GPT,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""Apple is betting on the future on AI-integrated hardware as John Ternus, the hardware engineering chief, will be the new CEO starting at September."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""He is replacing Tim Cook, who led Apple for the past 15 years."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Business experts believe that Ternus's biggest challenge as the new leader will be successfully guiding the tech giant through the rapidly growing and competitive world of Artificial Intelligence."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Gemini,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""Apple is betting on the future on AI-integrated hardware as John Ternus, the hardware engineering chief, will be the new CEO starting at September."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""He is replacing Tim Cook, who led Apple for the past 15 years."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Business experts believe that Ternus's biggest challenge as the new leader will be successfully guiding the tech giant through the rapidly growing and competitive world of Artificial Intelligence."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Grok,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""Apple is betting on the future on AI-integrated hardware as John Ternus, the hardware engineering chief, will be the new CEO starting at September."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""He is replacing Tim Cook, who led Apple for the past 15 years."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Business experts believe that Ternus's biggest challenge as the new leader will be successfully guiding the tech giant through the rapidly growing and competitive world of Artificial Intelligence."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Aspirin can reduce the risk of cancer - and we're starting to understand why,GPT,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""A man, James, who's whole family has faced bowel cancer participated in a clinical trial to test if a dose of aspirin would protect against the cancer."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""There have been many studies across the world over the last 15 years that have worked to prove that Apirin has reduced both the incidence and spread of cancer."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""It is unclear if this will work for all cancers, but it has had many positive impacts and in one UK study they found that the Aspirin helps the cancer cells become more visible to the immune system."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Aspirin can reduce the risk of cancer - and we're starting to understand why,Gemini,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""A man, James, who's whole family has faced bowel cancer participated in a clinical trial to test if a dose of aspirin would protect against the cancer."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""There have been many studies across the world over the last 15 years that have worked to prove that Apirin has reduced both the incidence and spread of cancer."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""It is unclear if this will work for all cancers, but it has had many positive impacts and in one UK study they found that the Aspirin helps the cancer cells become more visible to the immune system."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Aspirin can reduce the risk of cancer - and we're starting to understand why,Grok,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""A man, James, who's whole family has faced bowel cancer participated in a clinical trial to test if a dose of aspirin would protect against the cancer."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""There have been many studies across the world over the last 15 years that have worked to prove that Apirin has reduced both the incidence and spread of cancer."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""It is unclear if this will work for all cancers, but it has had many positive impacts and in one UK study they found that the Aspirin helps the cancer cells become more visible to the immune system."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,CDC blocks publication of report showing COVID vaccine efficacy,GPT,0.0,0,0,4,4,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""The CDC had canceled their upcoming publication."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The publication was about the effectiveness of the Covid-19 vaccination in significantly lowering emergency department visits and hospitalizaitons."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""However, although the paper was already approved by the scientific review process, it was ultimately vetoed by the CDC Director Jay due to concerns about the scientific methodologies used."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Although many others believe the choice to cancel the publication had to do with poltical motives and bias of the director himself."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,CDC blocks publication of report showing COVID vaccine efficacy,Gemini,0.0,0,0,4,4,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""The CDC had canceled their upcoming publication."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The publication was about the effectiveness of the Covid-19 vaccination in significantly lowering emergency department visits and hospitalizaitons."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""However, although the paper was already approved by the scientific review process, it was ultimately vetoed by the CDC Director Jay due to concerns about the scientific methodologies used."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Although many others believe the choice to cancel the publication had to do with poltical motives and bias of the director himself."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,CDC blocks publication of report showing COVID vaccine efficacy,Grok,0.0,0,0,4,4,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""The CDC had canceled their upcoming publication."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The publication was about the effectiveness of the Covid-19 vaccination in significantly lowering emergency department visits and hospitalizaitons."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""However, although the paper was already approved by the scientific review process, it was ultimately vetoed by the CDC Director Jay due to concerns about the scientific methodologies used."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Although many others believe the choice to cancel the publication had to do with poltical motives and bias of the director himself."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",GPT,0.0,0,0,9,9,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""DHS secritary warns that the agency will run out of money by May if Congress does not reach a deal to end the two month shut down."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The department's payroll costs, drawn from Trump's domestic policy bill, exxceeds 1.6 billion dollars every two weeks, and available funding for salaries will dry up after April."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""90% of the department's workers are considered essential and are working without pay."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Disruption is most visible in airports as thousands of TSA workers are affected by the shutdown."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Though the situation at the airport alleviated after TSA employees started receiving pay in late march, a TSA union representative worned that the crisis would be renewed with missed paychecks next months."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Other operations of DHS is being affected as well."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Crisis is rooted in a prolonged political stalemate in Congress."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Some Republicans in the House indicates that they refuse to advance a spending bill without seeing progress toward reconciliation measure to fund immigration enforcement."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""DHS leaders have blamed Democrats for refusing to fully fund the agency without attaching new restrictions on immigration agents."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Gemini,0.0,0,0,9,9,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""DHS secritary warns that the agency will run out of money by May if Congress does not reach a deal to end the two month shut down."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The department's payroll costs, drawn from Trump's domestic policy bill, exxceeds 1.6 billion dollars every two weeks, and available funding for salaries will dry up after April."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""90% of the department's workers are considered essential and are working without pay."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Disruption is most visible in airports as thousands of TSA workers are affected by the shutdown."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Though the situation at the airport alleviated after TSA employees started receiving pay in late march, a TSA union representative worned that the crisis would be renewed with missed paychecks next months."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Other operations of DHS is being affected as well."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Crisis is rooted in a prolonged political stalemate in Congress."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Some Republicans in the House indicates that they refuse to advance a spending bill without seeing progress toward reconciliation measure to fund immigration enforcement."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""DHS leaders have blamed Democrats for refusing to fully fund the agency without attaching new restrictions on immigration agents."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Grok,0.0,0,0,9,9,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""DHS secritary warns that the agency will run out of money by May if Congress does not reach a deal to end the two month shut down."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The department's payroll costs, drawn from Trump's domestic policy bill, exxceeds 1.6 billion dollars every two weeks, and available funding for salaries will dry up after April."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""90% of the department's workers are considered essential and are working without pay."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Disruption is most visible in airports as thousands of TSA workers are affected by the shutdown."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Though the situation at the airport alleviated after TSA employees started receiving pay in late march, a TSA union representative worned that the crisis would be renewed with missed paychecks next months."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Other operations of DHS is being affected as well."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Crisis is rooted in a prolonged political stalemate in Congress."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Some Republicans in the House indicates that they refuse to advance a spending bill without seeing progress toward reconciliation measure to fund immigration enforcement."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""DHS leaders have blamed Democrats for refusing to fully fund the agency without attaching new restrictions on immigration agents."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Google Releases Android 17 QPR1 Beta 1 for Pixel,GPT,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""On April 22, 2026 Google released Android 17 QPR1 Beta 1 for its Pixel ecosystem."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The beta, which was released earlier than expected, addresses various bugs and can be installed on all Pixel devices that are currently supported."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Members of  the Android Beta Program can download the update now."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Google Releases Android 17 QPR1 Beta 1 for Pixel,Gemini,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""On April 22, 2026 Google released Android 17 QPR1 Beta 1 for its Pixel ecosystem."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The beta, which was released earlier than expected, addresses various bugs and can be installed on all Pixel devices that are currently supported."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Members of  the Android Beta Program can download the update now."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
Unknown,Google Releases Android 17 QPR1 Beta 1 for Pixel,Grok,0.0,0,0,3,3,0.0,0.0,1.0,Major shift,,0.0,0,0,0,0,0.0,[],"[{""key_point"": ""On April 22, 2026 Google released Android 17 QPR1 Beta 1 for its Pixel ecosystem."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""The beta, which was released earlier than expected, addresses various bugs and can be installed on all Pixel devices that are currently supported."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}, {""key_point"": ""Members of  the Android Beta Program can download the update now."", ""best_sentence"": """", ""max_similarity"": 0.0, ""status"": ""Missing""}]",
