Genre,Article Name,Model,supported,contradictions,neutral,total_summary_sentences,faithfulness_score,contradiction_rate,sentence_level_nli
Unknown,Aspirin can reduce the risk of cancer - and we're starting to understand why,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Aspirin can reduce the risk of cancer - and we're starting to understand why,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Aspirin can reduce the risk of cancer - and we're starting to understand why,Grok,0,0,0,0,0.0,0.0,[]
Unknown,"New study reveals coffee’s positive gut impacts, even without caffeine",GPT,0,0,0,0,0.0,0.0,[]
Unknown,"New study reveals coffee’s positive gut impacts, even without caffeine",Gemini,0,0,0,0,0.0,0.0,[]
Unknown,"New study reveals coffee’s positive gut impacts, even without caffeine",Grok,0,0,0,0,0.0,0.0,[]
Unknown,Judge bars certification of Virginia redistricting results; state AG promises appeal,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Judge bars certification of Virginia redistricting results; state AG promises appeal,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Judge bars certification of Virginia redistricting results; state AG promises appeal,Grok,0,0,0,0,0.0,0.0,[]
Unknown,CDC blocks publication of report showing COVID vaccine efficacy,GPT,0,0,0,0,0.0,0.0,[]
Unknown,CDC blocks publication of report showing COVID vaccine efficacy,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,CDC blocks publication of report showing COVID vaccine efficacy,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Tim Cook says Apple Maps release was a 'really big mistake',GPT,0,0,0,0,0.0,0.0,[]
Unknown,Tim Cook says Apple Maps release was a 'really big mistake',Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Tim Cook says Apple Maps release was a 'really big mistake',Grok,0,0,0,0,0.0,0.0,[]
Unknown,Apple’s pick to replace Tim Cook hints at its plans for the AI era,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Grok,0,0,0,0,0.0,0.0,[]
Unknown,SpaceX Strikes Deal With Cursor for $60 Billion,GPT,0,0,0,0,0.0,0.0,[]
Unknown,SpaceX Strikes Deal With Cursor for $60 Billion,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,SpaceX Strikes Deal With Cursor for $60 Billion,Grok,0,0,0,0,0.0,0.0,[]
Unknown,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,GPT,0,0,0,0,0.0,0.0,[]
Unknown,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Los Angeles becomes the first major school district to require screen time limits,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Los Angeles becomes the first major school district to require screen time limits,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Los Angeles becomes the first major school district to require screen time limits,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Anthropic investigating claim of unauthorised access to Mythos AI tool,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Anthropic investigating claim of unauthorised access to Mythos AI tool,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Anthropic investigating claim of unauthorised access to Mythos AI tool,Grok,0,0,0,0,0.0,0.0,[]
Unknown,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",GPT,0,0,0,0,0.0,0.0,[]
Unknown,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",Gemini,0,0,0,0,0.0,0.0,[]
Unknown,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",Grok,0,0,0,0,0.0,0.0,[]
Unknown,"Senators grill RFK Jr. on vaccines, drug prices and more at hearing",GPT,0,0,0,0,0.0,0.0,[]
Unknown,"Senators grill RFK Jr. on vaccines, drug prices and more at hearing",Gemini,0,0,0,0,0.0,0.0,[]
Unknown,"Senators grill RFK Jr. on vaccines, drug prices and more at hearing",Grok,0,0,0,0,0.0,0.0,[]
Unknown,Meta to cut 10% of staff as it pours billions into AI,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Meta to cut 10% of staff as it pours billions into AI,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Meta to cut 10% of staff as it pours billions into AI,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Grok,0,0,0,0,0.0,0.0,[]
Unknown,"RSV is still spreading, prompting states to extend the immunization period",GPT,0,0,0,0,0.0,0.0,[]
Unknown,"RSV is still spreading, prompting states to extend the immunization period",Gemini,0,0,0,0,0.0,0.0,[]
Unknown,"RSV is still spreading, prompting states to extend the immunization period",Grok,0,0,0,0,0.0,0.0,[]
Unknown,Trump claims Iran’s regime is fractured. The reality is more complicated.,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Trump claims Iran’s regime is fractured. The reality is more complicated.,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Trump claims Iran’s regime is fractured. The reality is more complicated.,Grok,0,0,0,0,0.0,0.0,[]
Unknown,"In a race between humans and robots, machines take the victory in a sign of advancements",GPT,0,0,0,0,0.0,0.0,[]
Unknown,"In a race between humans and robots, machines take the victory in a sign of advancements",Gemini,0,0,0,0,0.0,0.0,[]
Unknown,"In a race between humans and robots, machines take the victory in a sign of advancements",Grok,0,0,0,0,0.0,0.0,[]
Unknown,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Grok,0,0,0,0,0.0,0.0,[]
Unknown,The world wants Chinese tech. China is determined to keep it,GPT,0,0,0,0,0.0,0.0,[]
Unknown,The world wants Chinese tech. China is determined to keep it,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,The world wants Chinese tech. China is determined to keep it,Grok,0,0,0,0,0.0,0.0,[]
Unknown,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",GPT,0,0,0,0,0.0,0.0,[]
Unknown,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Gemini,0,0,0,0,0.0,0.0,[]
Unknown,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Grok,0,0,0,0,0.0,0.0,[]
Unknown,Trump administration reclassifies cannabis as less dangerous,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Trump administration reclassifies cannabis as less dangerous,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Trump administration reclassifies cannabis as less dangerous,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Suspected gunman at White House press dinner named,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Suspected gunman at White House press dinner named,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Suspected gunman at White House press dinner named,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Google Releases Android 17 QPR1 Beta 1 for Pixel,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Google Releases Android 17 QPR1 Beta 1 for Pixel,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Google Releases Android 17 QPR1 Beta 1 for Pixel,Grok,0,0,0,0,0.0,0.0,[]
Unknown,Massive Motorola Razr 2026 leak leaves nothing to the imagination,GPT,0,0,0,0,0.0,0.0,[]
Unknown,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Gemini,0,0,0,0,0.0,0.0,[]
Unknown,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Grok,0,0,0,0,0.0,0.0,[]
